9	2	0	0	0	71	DH_Time_Report	0	-1	6	N	35000	Y	1	N	
1	1	17	0	0	1	DH_PID_TC_Acceptance_Success	0	-1	16	Y		Y	1	N	
1	2	17	0	0	5	DH_PID_TC_Acceptance_Failure_APID	0	-1	16	Y		Y	1	N	
1	3	17	0	0	29	DH_PID_TC_Execution_Start_Success	0	-1	16	Y		Y	1	N	
1	4	17	0	0	30	DH_PID_TC_Execution_Start_Failure	0	-1	16	Y		Y	1	N	
1	5	17	0	0	31	DH_PID_TC_Execution_Progress_Success	0	-1	16	Y		Y	1	N	
1	6	17	0	0	32	DH_PID_TC_Execution_Progress_Failure	0	-1	16	Y		Y	1	N	
1	7	17	0	0	33	DH_PID_TC_Execution_Completion_Success	0	-1	16	Y		Y	1	N	
17	2	17	0	0	93	DH_Connection_Test	0	-1	16	Y		Y	1	N	
1	2	17	1	0	6	DH_PID_TC_Acceptance_Failure_Length	0	-1	16	Y		Y	1	N	
1	2	17	2	0	7	DH_PID_TC_Acceptance_Failure_CRC	0	-1	16	Y		Y	1	N	
1	2	17	3	0	8	DH_PID_TC_Acceptance_Failure_Type	0	-1	16	Y		Y	1	N	
1	2	17	4	0	9	DH_PID_TC_Acceptance_Failure_Subtype	0	-1	16	Y		Y	1	N	
1	2	17	5	0	10	DH_PID_TC_Acceptance_Failure_Illegal	0	-1	16	Y		Y	1	N	
1	8	17	50	0	37	DH_PID_TC_Execution_Completion_Failure_1	0	-1	16	Y		Y	1	N	
1	8	17	51	0	38	DH_PID_TC_Execution_Completion_Failure_2	0	-1	16	Y		Y	1	N	
3	10	19	0	0	45	DH_HK_Parameters_Definition	0	1	16	Y		Y	1	N	
3	12	19	0	0	46	DH_Diagnostic_Parameters_Definition	0	1	16	Y		Y	1	N	
3	15	19	0	0	47	DH_Housekeeping_Parameters_Sample_Time_Offsets	0	2147483647	16	Y		Y	1	N	
3	16	19	0	0	48	DH_Diagnostic_Parameters_Sample_Time_Offsets	0	2147483647	16	Y		Y	1	N	
3	23	19	0	0	49	DH_Unfiltered_Housekeeping_Parameters	0	1	16	Y		Y	1	N	
3	24	19	0	0	50	DH_Unfiltered_Diagnostic_Parameters	0	1	16	Y		Y	1	N	
4	2	19	0	0	57	DH_Parmameter_Statistics	0	3	16	Y		Y	1	N	
4	9	19	0	0	58	DH_Parameter_Statistics_List	0	4	16	Y		Y	1	N	
11	10	19	0	0	72	DH_Detailed_Schedule	0	13	16	Y		Y	1	N	
11	13	19	0	0	73	DH_Summary_Schedule	0	14	16	Y		Y	1	N	
11	19	19	0	0	74	DH_Command_Schedule_Status	0	15	16	Y		Y	1	N	
12	9	19	0	0	75	DH_Current_Monitoring_List	0	16	16	Y		Y	1	N	
12	11	19	0	0	76	DH_Current_OOL_Parameters_List	0	17	16	Y		Y	1	N	
12	12	19	0	0	77	DH_Check_Transition	0	17	16	Y		Y	1	N	
13	1	19	0	0	78	DH_First_Downlink_Part	0	-1	16	Y		Y	1	N	
13	2	19	0	0	79	DH_Intermediate_Downlink_Part	0	-1	16	Y		Y	1	N	
13	3	19	0	0	80	DH_Last_Downlink_Part	0	-1	16	Y		Y	1	N	
13	4	19	0	0	81	DH_Downlink_Abort	0	-1	16	Y		Y	1	N	
13	7	19	0	0	82	DH_Repeated_Part	0	-1	16	Y		Y	1	N	
13	14	19	0	0	83	DH_Uplink_Reception_Acknowledgement	0	-1	16	Y		Y	1	N	
13	15	19	0	0	84	DH_Unsuccessfully_Received_Parts	0	18	16	Y		Y	1	N	
13	16	19	0	0	85	DH_Reception_Abort	0	-1	16	Y		Y	1	N	
14	4	19	0	0	86	DH_Enabled_Telemetry_Source_Packets	0	12	16	Y		Y	1	N	
14	8	19	0	0	87	DH_Enabled_Housekeeping_Packets	0	8	16	Y		Y	1	N	
14	12	19	0	0	88	DH_Enabled_Diagnostic_Packets	0	8	16	Y		Y	1	N	
14	16	19	0	0	89	DH_Enabled_Evemt_Report_Packets	0	9	16	Y		Y	1	N	
15	6	19	0	0	90	DH_Storage_Selection_Definition	0	19	16	Y		Y	1	N	
15	8	19	0	0	91	DH_Packet_Store_Contents	0	20	16	Y		Y	1	N	
15	13	19	0	0	92	DH_Packet_Store_Catalogue	0	21	16	Y		Y	1	N	
15	14	19	0	0	105	70 Different Parameters	0	22	16	Y		Y	1	N	
5	15	19	0	0	106	70 Repeats	0	23	16	Y		Y	1	N	
15	16	19	0	0	107	PID and Newline	0	24	16	Y		Y	1	N	
15	17	19	0	0	108	Newline and no PID	0	25	16	Y		Y	1	N	
15	18	19	0	0	109	No Newline and no PID	0	26	16	Y		Y	1	N	
15	19	19	0	0	120	Group with PID	0	27	16	Y		Y	1	N	
18	9	19	0	0	97	DH_OBCP_List	0	7	16	Y		Y	1	N	
18	11	19	0	0	98	DH_Active_OBCP_List	0	6	16	Y		Y	1	N	
19	7	19	0	0	99	DH_Event_Detection_List	0	5	16	Y		Y	1	N	
3	26	20	0	0	56	DH_Diagnostic_Parameters	0	-1	16	Y		Y	1	N	
3	25	20	1	0	51	DH_Housekeeping_Parameters_1	0	-1	16	Y	10000	Y	1	N	
3	25	20	2	0	52	DH_Housekeeping_Parameters_2	0	-1	16	Y	10000	Y	1	N	
0	0	21	0	0	102	DH_High_Priority_Parameters	0	-1	6	N	50000	Y	0	N	
5	1	23	1	0	59	DH_Normal_Progress	0	-1	16	Y		Y	1	N	
6	8	23	1	0	69	DH_Basic_Plus_Offset_Memory_Check	0	-1	16	Y		Y	1	N	
6	10	23	1	0	70	DH_Absolute_Address_Memory_Check	0	-1	16	Y		Y	1	N	
5	2	23	3	0	61	DH_Low_Severity_Anomaly	0	-1	16	Y		Y	1	I	ANOM_LOW
5	3	23	5	0	63	DH_Medium_Severity_Anomaly	0	-1	16	Y		Y	1	W	ANOM_MED
5	4	23	7	0	65	DH_High_Severity_Anomaly	0	-1	16	Y		Y	1	A	ANOM_HIGH
6	4	25	0	0	67	DH_Basic_Plus_Offset_Memory_Dump	0	11	16	Y		Y	1	N	
6	6	25	0	0	68	DH_Absolute_Address_Memory_Dump	0	10	16	Y		Y	1	N	
1	1	33	0	0	2	E1_PID_TC_Acceptance_Success	0	-1	16	Y		Y	1	N	
1	2	33	0	0	11	E1_PID_TC_Acceptance_Failure_APID	0	-1	16	Y		Y	1	N	
1	7	33	0	0	34	E1_PID_TC_Execution_Completion_Success	0	-1	16	Y		Y	1	N	
17	2	33	0	0	94	E1_Connection_Test	0	-1	16	Y		Y	1	N	
1	2	33	1	0	12	E1_PID_TC_Acceptance_Failure_Length	0	-1	16	Y		Y	1	N	
1	2	33	2	0	13	E1_PID_TC_Acceptance_Failure_CRC	0	-1	16	Y		Y	1	N	
1	2	33	3	0	14	E1_PID_TC_Acceptance_Failure_Type	0	-1	16	Y		Y	1	N	
1	2	33	4	0	15	E1_PID_TC_Acceptance_Failure_Subtype	0	-1	16	Y		Y	1	N	
1	2	33	5	0	16	E1_PID_TC_Acceptance_Failure_Illegal	0	-1	16	Y		Y	1	N	
1	8	33	50	0	39	E1_PID_TC_Execution_Completion_Failure_1	0	-1	16	Y		Y	1	N	
1	8	33	51	0	40	E1_PID_TC_Execution_Completion_Failure_2	0	-1	16	Y		Y	1	N	
3	25	36	3	0	53	E1_Housekeeping_Parameters	0	-1	16	Y	10000	Y	1	N	
5	1	39	2	0	60	E1_Normal_Progress	0	-1	16	Y		Y	1	N	
5	2	39	4	0	62	E1_Low_Severity_Anomaly	0	-1	16	Y		Y	1	N	
5	3	39	6	0	64	E1_Medium_Severity_Anomaly	0	-1	16	Y		Y	1	N	
5	4	39	8	0	66	E1_High_Severity_Anomaly	0	-1	16	Y		Y	1	N	
1	1	49	0	0	3	E2_PID_TC_Acceptance_Success	0	-1	16	Y		Y	1	N	
1	2	49	0	0	17	E2_PID_TC_Acceptance_Failure_APID	0	-1	16	Y		Y	1	N	
